Año,Mes,Nacionalidad ,Femenino,Masculino,Total
2016,Julio,Estados Unidos de América,21438,30321,51759
2016,Julio,Venezuela,12398,14099,26497
2016,Julio,México,6779,9792,16571
2016,Julio,Ecuador,6661,8759,15420
2016,Julio,Brasil,6825,7627,14452
2016,Julio,Perú,6440,7108,13548
2016,Julio,Argentina,5232,6413,11645
2016,Julio,Chile,5431,6009,11440
2016,Julio,España,3664,6808,10472
2016,Julio,Francia,2924,3980,6904
2016,Julio,Panamá,3356,3522,6878
2016,Julio,Países Bajos,2846,3434,6280
2016,Julio,Alemania,2470,3107,5577
2016,Julio,Reino Unido de Gran Bretaña e Irlanda del Norte,1779,2750,4529
2016,Julio,Costa Rica,1712,1975,3687
2016,Julio,Canadá,1522,2123,3645
2016,Julio,Italia,958,2038,2996
2016,Julio,El Salvador,1095,1271,2366
2016,Julio,Suiza,1001,1333,2334
2016,Julio,Bolivia,890,917,1807
2016,Julio,República Dominicana,734,963,1697
2016,Julio,Guatemala,558,1113,1671
2016,Julio,Australia,510,789,1299
2016,Julio,Bélgica,532,735,1267
2016,Julio,China,398,820,1218
2016,Julio,Israel,292,803,1095
2016,Julio,Honduras,419,569,988
2016,Julio,Uruguay,412,565,977
2016,Julio,Japón,214,584,798
2016,Julio,República de Corea,276,483,759
2016,Julio,Cuba,263,453,716
2016,Julio,Portugal,193,457,650
2016,Julio,Austria,274,352,626
2016,Julio,India,82,493,575
2016,Julio,Turquía,204,339,543
2016,Julio,Suecia,215,289,504
2016,Julio,Paraguay,241,259,500
2016,Julio,Dinamarca,205,284,489
2016,Julio,República de Irlanda,192,288,480
2016,Julio,Noruega,184,260,444
2016,Julio,Polonia,168,238,406
2016,Julio,Federación de Rusia,178,200,378
2016,Julio,Filipinas,54,252,306
2016,Julio,Nueva Zelanda,117,176,293
2016,Julio,Nicaragua,102,141,243
2016,Julio,Taiwán,81,109,190
2016,Julio,Sudáfrica,56,92,148
2016,Julio,Rumania,60,79,139
2016,Julio,Trinidad y Tobago,60,79,139
2016,Julio,Finlandia,56,64,120
2016,Julio,Grecia,42,76,118
2016,Julio,República Checa,50,57,107
2016,Julio,Hungría,38,52,90
2016,Julio,Qatar,1,89,90
2016,Julio,Jamaica,38,41,79
2016,Julio,Lituania,34,33,67
2016,Julio,Ucrania,28,35,63
2016,Julio,Eslovenia,25,36,61
2016,Julio,Líbano,25,34,59
2016,Julio,Eslovaquia,26,28,54
2016,Julio,Croacia,9,44,53
2016,Julio,Indonesia,19,30,49
2016,Julio,Haití,15,33,48
2016,Julio,Vietnam,23,24,47
2016,Julio,Bulgaria,20,26,46
2016,Julio,Egipto,8,35,43
2016,Julio,Luxemburgo,19,22,41
2016,Julio,Singapur,20,21,41
2016,Julio,Barbados,16,24,40
2016,Julio,Estonia,15,25,40
2016,Julio,Belice,15,24,39
2016,Julio,Tailandia,27,10,37
2016,Julio,Marruecos,13,23,36
2016,Julio,Kenia,13,19,32
2016,Julio,Malasia,14,16,30
2016,Julio,Surinam,10,19,29
2016,Julio,Emiratos Árabes,6,22,28
2016,Julio,Guyana,13,14,27
2016,Julio,Letonia,8,19,27
2016,Julio,Bahamas,14,12,26
2016,Julio,Irán,7,18,25
2016,Julio,Serbia,9,13,22
2016,Julio,Hong Kong,5,13,18
2016,Julio,Malta,5,13,18
2016,Julio,Arabia Saudita,1,16,17
2016,Julio,República de Belarús,7,8,15
2016,Julio,Ghana,0,14,14
2016,Julio,Andorra,1,12,13
2016,Julio,Islandia,4,9,13
2016,Julio,Georgia,6,6,12
2016,Julio,Pakistán,1,11,12
2016,Julio,Islas Caimán/Territorio Británico de Ultramar,6,5,11
2016,Julio,Chipre,4,7,11
2016,Julio,Kuwait,3,7,10
2016,Julio,Nigeria,4,6,10
2016,Julio,República Democrática del Congo,5,4,9
2016,Julio,Albania,3,4,7
2016,Julio,Jordania,2,5,7
2016,Julio,Liechtenstein,2,5,7
2016,Julio,Sri Lanka,1,6,7
2016,Julio,Argelia,1,5,6
2016,Julio,Bosnia y Herzegovina,2,4,6
2016,Julio,Dominica,1,5,6
2016,Julio,Etiopia,3,3,6
2016,Julio,Mauricio,2,4,6
2016,Julio,Mónaco,3,3,6
2016,Julio,Burkina Faso,0,5,5
2016,Julio,Camboya,1,4,5
2016,Julio,Myanmar,2,3,5
2016,Julio,Santa Lucia,1,4,5
2016,Julio,Túnez,1,4,5
2016,Julio,Antigua y Barbuda,0,4,4
2016,Julio,Bangladesh,1,3,4
2016,Julio,Cabo Verde,4,0,4
2016,Julio,Granada,2,2,4
2016,Julio,Macedonia,1,3,4
2016,Julio,Azerbaiyán,0,3,3
2016,Julio,Benín,1,2,3
2016,Julio,Bermudas/Territorio Británico de Ultramar,0,3,3
2016,Julio,Camerún,0,3,3
2016,Julio,Eritrea,1,2,3
2016,Julio,Kazajistán,3,0,3
2016,Julio,Mongolia,3,0,3
2016,Julio,Nepal,1,2,3
2016,Julio,Palestina,3,0,3
2016,Julio,San Cristóbal y Nevis,1,2,3
2016,Julio,Zimbabue,1,2,3
2016,Julio,Angola,1,1,2
2016,Julio,Bahréin,2,0,2
2016,Julio,Gabón,0,2,2
2016,Julio,Mauritania,1,1,2
2016,Julio,Montenegro,1,1,2
2016,Julio,Mozambique,1,1,2
2016,Julio,Omán,0,2,2
2016,Julio,San  Vicente y las Granadinas,1,1,2
2016,Julio,Senegal,1,1,2
2016,Julio,Islas Vírgenes Británicas/Territorio Británico de Ultramar,1,1,2
2016,Julio,República de Armenia,0,1,1
2016,Julio,Botsuana,1,0,1
2016,Julio,Costa de Marfil,1,0,1
2016,Julio,Islas Fiji,1,0,1
2016,Julio,Guinea,1,0,1
2016,Julio,Guinea Ecuatorial,0,1,1
2016,Julio,Isla de Man,1,0,1
2016,Julio,República de Kosovo,0,1,1
2016,Julio,República Democrática Popular  Lao,0,1,1
2016,Julio,Madagascar,1,0,1
2016,Julio,Samoa Estadounidense/Territorio no incorporado de Estados Unidos,0,1,1
2016,Julio,Santo Tomé y Príncipe,0,1,1
2016,Julio,República Árabe Siria,0,1,1
2016,Julio,Somalia,0,1,1
2016,Julio,Togo,0,1,1
2016,Julio,Uganda,1,0,1
2016,Julio,Uzbekistán,1,0,1
2016,Julio,Anguila/Territorio Británico de Ultramar,0,1,1
2016,Julio,S/E,58,140,198
2016,Agosto,Venezuela,28764,30935,59699
2016,Agosto,Estados Unidos de América,16373,27323,43696
2016,Agosto,Ecuador,9423,11180,20603
2016,Agosto,México,5383,9428,14811
2016,Agosto,Perú,6064,7134,13198
2016,Agosto,Brasil,6004,7167,13171
2016,Agosto,Chile,5757,6600,12357
2016,Agosto,Argentina,4767,7034,11801
2016,Agosto,España,4308,7352,11660
2016,Agosto,Panamá,4014,4276,8290
2016,Agosto,Francia,2496,3685,6181
2016,Agosto,Alemania,2617,3256,5873
2016,Agosto,Italia,1431,3018,4449
2016,Agosto,Países Bajos,1689,2382,4071
2016,Agosto,Reino Unido de Gran Bretaña e Irlanda del Norte,1370,2269,3639
2016,Agosto,Costa Rica,1350,1961,3311
2016,Agosto,Canadá,1223,1979,3202
2016,Agosto,El Salvador,1427,1565,2992
2016,Agosto,Guatemala,760,1455,2215
2016,Agosto,República Dominicana,944,1148,2092
2016,Agosto,China,417,994,1411
2016,Agosto,Bolivia,595,718,1313
2016,Agosto,Australia,487,781,1268
2016,Agosto,Suiza,536,700,1236
2016,Agosto,Uruguay,433,718,1151
2016,Agosto,Israel,285,826,1111
2016,Agosto,Honduras,373,546,919
2016,Agosto,Portugal,302,542,844
2016,Agosto,Bélgica,291,487,778
2016,Agosto,Japón,228,495,723
2016,Agosto,Cuba,243,452,695
2016,Agosto,República de Corea,204,474,678
2016,Agosto,India,88,533,621
2016,Agosto,Paraguay,302,319,621
2016,Agosto,Austria,199,310,509
2016,Agosto,Turquía,150,291,441
2016,Agosto,República de Irlanda,188,238,426
2016,Agosto,Suecia,158,250,408
2016,Agosto,Federación de Rusia,164,227,391
2016,Agosto,Polonia,139,206,345
2016,Agosto,Filipinas,53,261,314
2016,Agosto,Nicaragua,147,163,310
2016,Agosto,Nueva Zelanda,107,176,283
2016,Agosto,Dinamarca,84,172,256
2016,Agosto,Noruega,76,147,223
2016,Agosto,Trinidad y Tobago,50,91,141
2016,Agosto,Taiwán,50,83,133
2016,Agosto,Sudáfrica,43,85,128
2016,Agosto,Grecia,46,81,127
2016,Agosto,Finlandia,44,68,112
2016,Agosto,Rumania,42,67,109
2016,Agosto,Jamaica,33,73,106
2016,Agosto,República Checa,41,53,94
2016,Agosto,Barbados,53,37,90
2016,Agosto,Surinam,41,42,83
2016,Agosto,Hungría,38,42,80
2016,Agosto,Croacia,10,56,66
2016,Agosto,Ucrania,25,41,66
2016,Agosto,Líbano,33,31,64
2016,Agosto,Lituania,22,28,50
2016,Agosto,Singapur,19,26,45
2016,Agosto,Marruecos,17,26,43
2016,Agosto,Bulgaria,17,25,42
2016,Agosto,Eslovaquia,21,21,42
2016,Agosto,Indonesia,13,25,38
2016,Agosto,Luxemburgo,14,23,37
2016,Agosto,Egipto,13,23,36
2016,Agosto,Bahamas,10,24,34
2016,Agosto,Haití,8,24,32
2016,Agosto,Malasia,12,20,32
2016,Agosto,Islas Caimán/Territorio Británico de Ultramar,16,15,31
2016,Agosto,Serbia,17,13,30
2016,Agosto,Belice,12,15,27
2016,Agosto,Guyana,11,16,27
2016,Agosto,Tailandia,14,13,27
2016,Agosto,Eslovenia,15,11,26
2016,Agosto,Irán,6,20,26
2016,Agosto,Nigeria,4,19,23
2016,Agosto,Estonia,9,12,21
2016,Agosto,Kenia,11,10,21
2016,Agosto,Letonia,5,15,20
2016,Agosto,Emiratos Árabes,2,14,16
2016,Agosto,Arabia Saudita,2,13,15
2016,Agosto,Malta,6,9,15
2016,Agosto,Hong Kong,4,9,13
2016,Agosto,Pakistán,5,8,13
2016,Agosto,República de Belarús,6,6,12
2016,Agosto,Sri Lanka,4,8,12
2016,Agosto,Andorra,3,8,11
2016,Agosto,Argelia,2,9,11
2016,Agosto,Chipre,1,10,11
2016,Agosto,Jordania,2,8,10
2016,Agosto,Albania,3,6,9
2016,Agosto,Kazajistán,5,4,9
2016,Agosto,Santa Lucia,2,7,9
2016,Agosto,Antigua y Barbuda,0,8,8
2016,Agosto,Etiopia,1,7,8
2016,Agosto,Kuwait,0,8,8
2016,Agosto,Georgia,4,3,7
2016,Agosto,Islandia,4,3,7
2016,Agosto,Senegal,6,1,7
2016,Agosto,República Del Congo,1,5,6
2016,Agosto,Nepal,0,6,6
2016,Agosto,Palestina,3,3,6
2016,Agosto,Túnez,3,3,6
2016,Agosto,República Democrática del Congo,0,5,5
2016,Agosto,Dominica,0,5,5
2016,Agosto,Mozambique,2,3,5
2016,Agosto,República CentroÁfricana,5,0,5
2016,Agosto,San  Vicente y las Granadinas,2,3,5
2016,Agosto,Azerbaiyán,1,3,4
2016,Agosto,Bangladesh,1,3,4
2016,Agosto,Bosnia y Herzegovina,2,2,4
2016,Agosto,Camerún,0,4,4
2016,Agosto,Ghana,0,4,4
2016,Agosto,Granada,1,3,4
2016,Agosto,República de Moldavia,3,1,4
2016,Agosto,Myanmar,0,4,4
2016,Agosto,Qatar,0,4,4
2016,Agosto,Angola,1,2,3
2016,Agosto,República de Armenia,2,1,3
2016,Agosto,Burkina Faso,0,3,3
2016,Agosto,Islas Fiji,3,0,3
2016,Agosto,Guinea Ecuatorial,2,1,3
2016,Agosto,Lesoto,2,1,3
2016,Agosto,Macedonia,1,2,3
2016,Agosto,Mauricio,0,3,3
2016,Agosto,San Cristóbal y Nevis,0,3,3
2016,Agosto,Santa Sede/Ciudad del Vaticano,0,3,3
2016,Agosto,República Árabe Siria,1,2,3
2016,Agosto,Camboya,1,1,2
2016,Agosto,Iraq,0,2,2
2016,Agosto,Islas Salomón,0,2,2
2016,Agosto,República de Kosovo,1,1,2
2016,Agosto,Liberia,2,0,2
2016,Agosto,Liechtenstein,1,1,2
2016,Agosto,Sudán,0,2,2
2016,Agosto,Togo,1,1,2
2016,Agosto,Vietnam,1,1,2
2016,Agosto,Zambia,0,2,2
2016,Agosto,Zimbabue,1,1,2
2016,Agosto,Bahréin,1,0,1
2016,Agosto,Benín,0,1,1
2016,Agosto,Bermudas/Territorio Británico de Ultramar,0,1,1
2016,Agosto,Chad,0,1,1
2016,Agosto,Eritrea,0,1,1
2016,Agosto,Gambia,0,1,1
2016,Agosto,Guinea,0,1,1
2016,Agosto,Islas Christmas,0,1,1
2016,Agosto,Madagascar,1,0,1
2016,Agosto,Mónaco,0,1,1
2016,Agosto,Mongolia,0,1,1
2016,Agosto,Montenegro,0,1,1
2016,Agosto,Níger,1,0,1
2016,Agosto,Omán,0,1,1
2016,Agosto,Samoa Estadounidense/Territorio no incorporado de Estados Unidos,0,1,1
2016,Agosto,Samoa Occidental,1,0,1
2016,Agosto,San Marino,0,1,1
2016,Agosto,Suazilandia,0,1,1
2016,Agosto,República de Tayikistán,0,1,1
2016,Agosto,Tanzania,0,1,1
2016,Agosto,Turkmenistán,1,0,1
2016,Agosto,Uganda,0,1,1
2016,Agosto,Uzbekistán,0,1,1
2016,Agosto,Vanuatu,1,0,1
2016,Agosto,Anguila/Territorio Británico de Ultramar,0,1,1
2016,Agosto,S/E,74,149,223
2016,Septiembre,Venezuela,25075,29242,54317
2016,Septiembre,Estados Unidos de América,11036,21903,32939
2016,Septiembre,México,5734,9948,15682
2016,Septiembre,Brasil,7193,7773,14966
2016,Septiembre,Ecuador,5488,7836,13324
2016,Septiembre,Perú,5207,6498,11705
2016,Septiembre,Chile,4726,5692,10418
2016,Septiembre,Argentina,4230,5889,10119
2016,Septiembre,España,3026,6726,9752
2016,Septiembre,Panamá,4691,4373,9064
2016,Septiembre,Alemania,1810,2802,4612
2016,Septiembre,Francia,1316,2335,3651
2016,Septiembre,Países Bajos,1450,2138,3588
2016,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,1040,2166,3206
2016,Septiembre,Costa Rica,1331,1771,3102
2016,Septiembre,Italia,720,2198,2918
2016,Septiembre,Canadá,851,1622,2473
2016,Septiembre,El Salvador,1019,1281,2300
2016,Septiembre,Guatemala,810,1389,2199
2016,Septiembre,Bolivia,860,951,1811
2016,Septiembre,República Dominicana,769,1040,1809
2016,Septiembre,China,393,1026,1419
2016,Septiembre,Australia,454,708,1162
2016,Septiembre,Uruguay,465,639,1104
2016,Septiembre,Suiza,374,700,1074
2016,Septiembre,Cuba,250,737,987
2016,Septiembre,Honduras,444,534,978
2016,Septiembre,Paraguay,417,503,920
2016,Septiembre,Japón,213,644,857
2016,Septiembre,Israel,160,630,790
2016,Septiembre,Bélgica,255,516,771
2016,Septiembre,Portugal,223,547,770
2016,Septiembre,República de Corea,170,504,674
2016,Septiembre,Turquía,214,391,605
2016,Septiembre,India,77,526,603
2016,Septiembre,Federación de Rusia,207,241,448
2016,Septiembre,Suecia,161,267,428
2016,Septiembre,República de Irlanda,147,264,411
2016,Septiembre,Austria,131,262,393
2016,Septiembre,Nicaragua,143,175,318
2016,Septiembre,Polonia,119,186,305
2016,Septiembre,Dinamarca,98,203,301
2016,Septiembre,Filipinas,46,236,282
2016,Septiembre,Noruega,102,176,278
2016,Septiembre,Nueva Zelanda,95,141,236
2016,Septiembre,Taiwán,67,118,185
2016,Septiembre,Sudáfrica,51,101,152
2016,Septiembre,República Checa,45,98,143
2016,Septiembre,Rumania,66,75,141
2016,Septiembre,Grecia,26,94,120
2016,Septiembre,Finlandia,45,57,102
2016,Septiembre,Hungría,30,60,90
2016,Septiembre,Jamaica,31,55,86
2016,Septiembre,Tailandia,29,56,85
2016,Septiembre,Trinidad y Tobago,25,59,84
2016,Septiembre,Ucrania,23,58,81
2016,Septiembre,Irán,10,65,75
2016,Septiembre,Lituania,34,40,74
2016,Septiembre,Malasia,18,50,68
2016,Septiembre,Surinam,35,26,61
2016,Septiembre,Marruecos,9,48,57
2016,Septiembre,Bulgaria,25,31,56
2016,Septiembre,Egipto,7,48,55
2016,Septiembre,Líbano,20,35,55
2016,Septiembre,Eslovaquia,18,34,52
2016,Septiembre,Croacia,10,34,44
2016,Septiembre,Eslovenia,16,27,43
2016,Septiembre,Bahamas,14,27,41
2016,Septiembre,Indonesia,13,27,40
2016,Septiembre,Singapur,13,27,40
2016,Septiembre,Vietnam,9,31,40
2016,Septiembre,Kazajistán,4,33,37
2016,Septiembre,Guyana,15,17,32
2016,Septiembre,Azerbaiyán,2,28,30
2016,Septiembre,Hong Kong,13,17,30
2016,Septiembre,Haití,9,18,27
2016,Septiembre,Uzbekistán,0,27,27
2016,Septiembre,Belice,11,14,25
2016,Septiembre,Barbados,9,15,24
2016,Septiembre,Mozambique,3,21,24
2016,Septiembre,Angola,18,3,21
2016,Septiembre,Estonia,10,11,21
2016,Septiembre,Islandia,10,11,21
2016,Septiembre,Kenia,9,12,21
2016,Septiembre,Islas Salomón,0,20,20
2016,Septiembre,Malta,7,12,19
2016,Septiembre,Letonia,7,10,17
2016,Septiembre,Serbia,10,7,17
2016,Septiembre,Luxemburgo,7,9,16
2016,Septiembre,Pakistán,2,13,15
2016,Septiembre,Rwanda,0,14,14
2016,Septiembre,República de Belarús,7,6,13
2016,Septiembre,Nigeria,2,11,13
2016,Septiembre,Andorra,2,10,12
2016,Septiembre,Islas Caimán/Territorio Británico de Ultramar,5,7,12
2016,Septiembre,Georgia,0,12,12
2016,Septiembre,Palestina,8,4,12
2016,Septiembre,Emiratos Árabes,2,9,11
2016,Septiembre,San  Vicente y las Granadinas,2,9,11
2016,Septiembre,Jordania,4,6,10
2016,Septiembre,San Cristóbal y Nevis,6,4,10
2016,Septiembre,Dominica,2,7,9
2016,Septiembre,Ghana,2,7,9
2016,Septiembre,Chipre,4,4,8
2016,Septiembre,Santa Lucia,3,5,8
2016,Septiembre,Senegal,1,6,7
2016,Septiembre,Albania,3,3,6
2016,Septiembre,Antigua y Barbuda,2,4,6
2016,Septiembre,Arabia Saudita,0,6,6
2016,Septiembre,Argelia,2,4,6
2016,Septiembre,Bahréin,5,1,6
2016,Septiembre,República Árabe Siria,0,6,6
2016,Septiembre,Bangladesh,1,4,5
2016,Septiembre,Bermudas/Territorio Británico de Ultramar,2,3,5
2016,Septiembre,República Democrática del Congo,2,3,5
2016,Septiembre,Granada,2,3,5
2016,Septiembre,Mauricio,1,4,5
2016,Septiembre,Sri Lanka,1,4,5
2016,Septiembre,Túnez,3,2,5
2016,Septiembre,Bosnia y Herzegovina,0,4,4
2016,Septiembre,Liechtenstein,2,2,4
2016,Septiembre,Macedonia,1,3,4
2016,Septiembre,Zimbabue,0,4,4
2016,Septiembre,Burkina Faso,0,3,3
2016,Septiembre,Costa de Marfil,0,3,3
2016,Septiembre,Kuwait,1,2,3
2016,Septiembre,República de Kosovo,1,2,3
2016,Septiembre,República Democrática Popular  Lao,1,2,3
2016,Septiembre,Santa Sede/Ciudad del Vaticano,0,3,3
2016,Septiembre,Sudán,0,3,3
2016,Septiembre,Tanzania,2,1,3
2016,Septiembre,Benín,1,1,2
2016,Septiembre,Camerún,1,1,2
2016,Septiembre,República de Yibuti,0,2,2
2016,Septiembre,Etiopia,0,2,2
2016,Septiembre,Islas Fiji,0,2,2
2016,Septiembre,Guinea Bissau,2,0,2
2016,Septiembre,Iraq,0,2,2
2016,Septiembre,Kirguistán,0,2,2
2016,Septiembre,República de Moldavia,2,0,2
2016,Septiembre,Montenegro,0,2,2
2016,Septiembre,Myanmar,1,1,2
2016,Septiembre,República Democrática Popular de Corea,2,0,2
2016,Septiembre,Islas Vírgenes Británicas/Territorio Británico de Ultramar,1,1,2
2016,Septiembre,República Árabe de Yemen,0,2,2
2016,Septiembre,Anguila/Territorio Británico de Ultramar,1,1,2
2016,Septiembre,República de Armenia,1,0,1
2016,Septiembre,Botsuana,0,1,1
2016,Septiembre,Bután,0,1,1
2016,Septiembre,República Del Congo,0,1,1
2016,Septiembre,Guinea Ecuatorial,0,1,1
2016,Septiembre,Libia,0,1,1
2016,Septiembre,Madagascar,0,1,1
2016,Septiembre,Malí,0,1,1
2016,Septiembre,Namibia,0,1,1
2016,Septiembre,Nepal,0,1,1
2016,Septiembre,Omán,0,1,1
2016,Septiembre,Qatar,0,1,1
2016,Septiembre,Samoa Estadounidense/Territorio no incorporado de Estados Unidos,0,1,1
2016,Septiembre,San Marino,0,1,1
2016,Septiembre,Togo,0,1,1
2016,Septiembre,Zambia,0,1,1
2016,Septiembre,S/E,74,159,233
